date,fundlabel,nav
2014-01-27,TAIL10,2717633.915
2014-01-28,TAIL10,2733745.915
2014-01-29,TAIL10,2706993.915
2014-01-30,TAIL10,2738457.915
2014-01-31,TAIL10,2723865.915
2014-02-03,TAIL10,2658657.915
2014-02-04,TAIL10,2677353.915
2014-02-05,TAIL10,2675225.915
2014-02-06,TAIL10,2709197.915
2014-02-07,TAIL10,2746209.915
2014-02-10,TAIL10,2752593.915
2014-02-11,TAIL10,2781929.915
2014-02-12,TAIL10,2783145.915
2014-02-13,TAIL10,2797433.915
2014-02-14,TAIL10,2811721.915
2014-02-18,TAIL10,2815293.915
2014-02-19,TAIL10,2799713.915
2014-02-20,TAIL10,2814913.915
2014-02-21,TAIL10,2811309.995
2014-02-24,TAIL10,2826661.995
2014-02-25,TAIL10,2824837.995
2014-02-26,TAIL10,2826813.995
2014-02-27,TAIL10,2838137.995
2014-02-28,TAIL10,2841861.995
2014-03-03,TAIL10,2830461.995
2014-03-04,TAIL10,2857289.995
2014-03-05,TAIL10,2859873.995
2014-03-06,TAIL10,2862989.995
2014-03-07,TAIL10,2865421.995
2014-03-10,TAIL10,2866333.995
2014-03-11,TAIL10,2859265.995
2014-03-12,TAIL10,2860937.995
2014-03-13,TAIL10,2836769.995
2014-03-14,TAIL10,2832665.995
2014-03-17,TAIL10,2854021.995
2014-03-18,TAIL10,2869069.995
2014-03-19,TAIL10,2858201.995
2014-03-20,TAIL10,2873173.995
2014-03-21,TAIL10,2863594.955
2014-03-24,TAIL10,2852954.955
2014-03-25,TAIL10,2863734.955
2014-03-26,TAIL10,2847256.955
2014-03-27,TAIL10,2840942.955
2014-03-28,TAIL10,2853724.955
2014-03-31,TAIL10,2873436.955
2014-04-01,TAIL10,2886988.955
2014-04-02,TAIL10,2893610.955
2014-04-03,TAIL10,2890376.955
2014-04-04,TAIL10,2865428.955
2014-04-07,TAIL10,2838170.955
2014-04-08,TAIL10,2848796.955
2014-04-09,TAIL10,2875823.955
2014-04-10,TAIL10,2822154.955
2014-04-11,TAIL10,2802519.955
2014-04-14,TAIL10,2822154.955
2014-04-15,TAIL10,2837554.955
2014-04-16,TAIL10,2862040.955
2014-04-17,TAIL10,2863895.8850000002
2014-04-21,TAIL10,2874598.8850000002
2014-04-22,TAIL10,2885002.8850000002
2014-04-23,TAIL10,2879953.8850000002
2014-04-24,TAIL10,2884008.3850000002
2014-04-25,TAIL10,2866719.3850000002
2014-04-28,TAIL10,2873680.8850000002
2014-04-29,TAIL10,2885002.8850000002
2014-04-30,TAIL10,2890663.8850000002
2014-05-01,TAIL10,2891734.8850000002
2014-05-02,TAIL10,2889822.3850000002
2014-05-05,TAIL10,2894412.3850000002
2014-05-06,TAIL10,2872839.3850000002
2014-05-07,TAIL10,2885844.3850000002
2014-05-08,TAIL10,2884620.3850000002
2014-05-09,TAIL10,2887374.3850000002
2014-05-12,TAIL10,2910171.3850000002
2014-05-13,TAIL10,2913231.3850000002
2014-05-14,TAIL10,2900991.3850000002
2014-05-15,TAIL10,2879265.3850000002
2014-05-16,TAIL10,2887115.0500000003
2014-05-19,TAIL10,2898743.0500000003
2014-05-20,TAIL10,2880883.0500000003
2014-05-21,TAIL10,2905887.0500000003
2014-05-22,TAIL10,2911663.0500000003
2014-05-23,TAIL10,2923671.0500000003
2014-05-27,TAIL10,2935451.0500000003
2014-05-28,TAIL10,2934463.0500000003
2014-05-29,TAIL10,2944039.0500000003
2014-05-30,TAIL10,2948067.0500000003
2014-06-02,TAIL10,2950423.0500000003
2014-06-03,TAIL10,2949131.0500000003
2014-06-04,TAIL10,2951563.0500000003
2014-06-05,TAIL10,2960075.0500000003
2014-06-06,TAIL10,2965927.0500000003
2014-06-09,TAIL10,2969651.0500000003
2014-06-10,TAIL10,2970563.0500000003
2014-06-11,TAIL10,2968815.0500000003
2014-06-12,TAIL10,2961215.0500000003
2014-06-13,TAIL10,2966839.0500000003
2014-06-16,TAIL10,2969955.0500000003
2014-06-17,TAIL10,2973907.0500000003
2014-06-18,TAIL10,2975959.0500000003
2014-06-19,TAIL10,2978011.0500000003
2014-06-20,TAIL10,2992218.49
2014-06-23,TAIL10,2992218.49
2014-06-24,TAIL10,2975422.49
2014-06-25,TAIL10,2987582.49
2014-06-26,TAIL10,2985530.49
2014-06-27,TAIL10,2990926.49
2014-06-30,TAIL10,2989406.49
2014-07-01,TAIL10,3007950.49
2014-07-02,TAIL10,3010610.49
2014-07-03,TAIL10,3023910.49
2014-07-07,TAIL10,3014638.49
2014-07-08,TAIL10,2997006.49
2014-07-09,TAIL10,3009546.49
2014-07-10,TAIL10,2999590.49
2014-07-11,TAIL10,3002782.49
2014-07-14,TAIL10,3016462.49
2014-07-15,TAIL10,3011294.49
2014-07-16,TAIL10,3020794.49
2014-07-17,TAIL10,2994042.49
2014-07-18,TAIL10,3018918.81
2014-07-21,TAIL10,3012838.81
2014-07-22,TAIL10,3022186.81
2014-07-23,TAIL10,3026214.81
2014-07-24,TAIL10,3025910.81
2014-07-25,TAIL10,3016106.81
2014-07-28,TAIL10,3016714.81
2014-07-29,TAIL10,3005922.81
2014-07-30,TAIL10,3006986.81
2014-07-31,TAIL10,2960626.81
2014-08-01,TAIL10,2953938.81
2014-08-04,TAIL10,2970202.81
2014-08-05,TAIL10,2948542.81
2014-08-06,TAIL10,2949302.81
2014-08-07,TAIL10,2935850.81
2014-08-08,TAIL10,2964046.81
2014-08-11,TAIL10,2967922.81
2014-08-12,TAIL10,2963362.81
2014-08-13,TAIL10,2975218.81
2014-08-14,TAIL10,2986314.81
2014-08-15,TAIL10,2988173.77
2014-08-18,TAIL10,3011733.77
2014-08-19,TAIL10,3025550.27
2014-08-20,TAIL10,3031816.77
2014-08-21,TAIL10,3038536.27
2014-08-22,TAIL10,3035893.77
2014-08-25,TAIL10,3047596.27
2014-08-26,TAIL10,3047294.27
2014-08-27,TAIL10,3047822.77
2014-08-28,TAIL10,3047898.27
2014-08-29,TAIL10,3054844.27
2014-09-02,TAIL10,3055146.27
2014-09-03,TAIL10,3053636.27
2014-09-04,TAIL10,3050616.27
2014-09-05,TAIL10,3061110.77
2014-09-08,TAIL10,3056731.77
2014-09-09,TAIL10,3042688.77
2014-09-10,TAIL10,3052428.27
2014-09-11,TAIL10,3055750.27
2014-09-12,TAIL10,3041405.27
2014-09-15,TAIL10,3040348.27
2014-09-16,TAIL10,3058015.27
2014-09-17,TAIL10,3061035.27
2014-09-18,TAIL10,3075380.27
2014-09-19,TAIL10,3074716.625
2014-09-22,TAIL10,3049348.625
2014-09-23,TAIL10,3035180.625
2014-09-24,TAIL10,3054969.625
2014-09-25,TAIL10,3012234.625
2014-09-26,TAIL10,3033332.625
2014-09-29,TAIL10,3031022.625
2014-09-30,TAIL10,3023784.625
2014-10-01,TAIL10,2986208.625
2014-10-02,TAIL10,2985669.625
2014-10-03,TAIL10,3013620.625
2014-10-06,TAIL10,3011233.625
2014-10-07,TAIL10,2971424.625
2014-10-08,TAIL10,3016315.625
2014-10-09,TAIL10,2965187.625
2014-10-10,TAIL10,2943473.625
2014-10-13,TAIL10,2900199.625
2014-10-14,TAIL10,2901585.625
2014-10-15,TAIL10,2879640.625
2014-10-16,TAIL10,2876329.625
2014-10-17,TAIL10,2911992.175
2014-10-20,TAIL10,2947720.175
2014-10-21,TAIL10,2973271.175
2014-10-22,TAIL10,2963938.175
2014-10-23,TAIL10,2974495.175
2014-10-24,TAIL10,2982910.175
2014-10-27,TAIL10,2981992.175
2014-10-28,TAIL10,2988494.675
2014-10-29,TAIL10,2989948.175
2014-10-30,TAIL10,2990560.175
2014-10-31,TAIL10,2993543.675
2014-11-03,TAIL10,2992778.675
2014-11-04,TAIL10,2995303.175
2014-11-05,TAIL10,2992549.175
2014-11-06,TAIL10,2992855.175
2014-11-07,TAIL10,2996527.175
2014-11-10,TAIL10,2992549.175
2014-11-11,TAIL10,2994232.175
2014-11-12,TAIL10,2991707.675
2014-11-13,TAIL10,2995838.675
2014-11-14,TAIL10,2994538.175
2014-11-17,TAIL10,2992549.175
2014-11-18,TAIL10,2993390.675
2014-11-19,TAIL10,2992166.675
2014-11-20,TAIL10,2992625.675
2014-11-21,TAIL10,2992558.355
2014-11-24,TAIL10,2991410.855
2014-11-25,TAIL10,2988674.855
2014-11-26,TAIL10,2995370.855
2014-11-28,TAIL10,2989250.855
2014-12-01,TAIL10,2970314.855
2014-12-02,TAIL10,2988242.855
2014-12-03,TAIL10,2998538.855
2014-12-04,TAIL10,2995514.855
2014-12-05,TAIL10,3000698.855
2014-12-08,TAIL10,2983346.855
2014-12-09,TAIL10,2982266.855
2014-12-10,TAIL10,2941586.855
2014-12-11,TAIL10,2961458.855
2014-12-12,TAIL10,2918114.855
2014-12-15,TAIL10,2897234.855
2014-12-16,TAIL10,2881466.855
2014-12-17,TAIL10,2933162.855
2014-12-18,TAIL10,2990258.855
2014-12-19,TAIL10,3001290.695
2014-12-22,TAIL10,3010938.695
2014-12-23,TAIL10,3015402.695
2014-12-24,TAIL10,3015474.695
2014-12-26,TAIL10,3022962.695
2014-12-29,TAIL10,3027210.695
2014-12-30,TAIL10,3016986.695
2014-12-31,TAIL10,2995890.695
2015-01-02,TAIL10,2994882.695
2015-01-05,TAIL10,2949594.695
2015-01-06,TAIL10,2926626.695
2015-01-07,TAIL10,2957082.695
2015-01-08,TAIL10,2999490.695
2015-01-09,TAIL10,2982282.695
2015-01-12,TAIL10,2964066.695
2015-01-13,TAIL10,2958234.695
2015-01-14,TAIL10,2945850.695
2015-01-15,TAIL10,2928210.695
2015-01-16,TAIL10,2958240.455
2015-01-20,TAIL10,2962632.455
2015-01-21,TAIL10,2973436.455
2015-01-22,TAIL10,3003001.455
2015-01-23,TAIL10,2993292.455
2015-01-26,TAIL10,2996066.455
2015-01-27,TAIL10,2972633.455
2015-01-28,TAIL10,2954529.455
2015-01-29,TAIL10,2971830.455
2015-01-30,TAIL10,2951098.455
2015-02-02,TAIL10,2975115.455
2015-02-03,TAIL10,3001395.455
2015-02-04,TAIL10,2996942.455
2015-02-05,TAIL10,3011104.455
2015-02-06,TAIL10,3009133.455
2015-02-09,TAIL10,3003293.455
2015-02-10,TAIL10,3019207.455
2015-02-11,TAIL10,3020594.455
2015-02-12,TAIL10,3032639.455
2015-02-13,TAIL10,3033150.455
2015-02-17,TAIL10,3036289.455
2015-02-18,TAIL10,3038990.455
2015-02-19,TAIL10,3037165.455
2015-02-20,TAIL10,3037797.6350000002
2015-02-23,TAIL10,3039403.6350000002
2015-02-24,TAIL10,3045767.1350000002
2015-02-25,TAIL10,3044766.1350000002
2015-02-26,TAIL10,3041262.6350000002
2015-02-27,TAIL10,3032253.6350000002
2015-03-02,TAIL10,3049127.6350000002
2015-03-03,TAIL10,3038045.1350000002
2015-03-04,TAIL10,3025604.1350000002
2015-03-05,TAIL10,3028321.1350000002
2015-03-06,TAIL10,2987780.6350000002
2015-03-09,TAIL10,3000293.1350000002
2015-03-10,TAIL10,2951172.6350000002
2015-03-11,TAIL10,2945524.1350000002
2015-03-12,TAIL10,2981560.1350000002
2015-03-13,TAIL10,2964829.1350000002
2015-03-16,TAIL10,3003153.1350000002
2015-03-17,TAIL10,2994501.6350000002
2015-03-18,TAIL10,3025175.1350000002
2015-03-19,TAIL10,3013520.6350000002
2015-03-20,TAIL10,3036059.58
2015-03-23,TAIL10,3029839.08
2015-03-24,TAIL10,3015007.08
2015-03-25,TAIL10,2974975.08
2015-03-26,TAIL10,2969143.08
2015-03-27,TAIL10,2974111.08
2015-03-30,TAIL10,3007663.08
2015-03-31,TAIL10,2984767.08
2015-04-01,TAIL10,2973175.08
2015-04-02,TAIL10,2982823.08
2015-04-06,TAIL10,3001327.08
2015-04-07,TAIL10,2993695.08
2015-04-08,TAIL10,3001975.08
2015-04-09,TAIL10,3012487.08
2015-04-10,TAIL10,3026455.08
2015-04-13,TAIL10,3014503.08
2015-04-14,TAIL10,3018535.08
2015-04-15,TAIL10,3029335.08
2015-04-16,TAIL10,3027751.08
2015-04-17,TAIL10,2997994.2
2015-04-20,TAIL10,3022762.344
2015-04-21,TAIL10,3019425.344
2015-04-22,TAIL10,3030288.202
2015-04-23,TAIL10,3033128.202
2015-04-24,TAIL10,3038453.06
2015-04-27,TAIL10,3030785.202
2015-04-28,TAIL10,3036252.202
2015-04-29,TAIL10,3031353.344
2015-04-30,TAIL10,3008704.344
2015-05-01,TAIL10,3033412.202
2015-05-04,TAIL10,3038879.344
2015-05-05,TAIL10,3014313.06
2015-05-06,TAIL10,3006574.06
2015-05-07,TAIL10,3016727.202
2015-05-08,TAIL10,3046405.202
2015-05-11,TAIL10,3034619.202
2015-05-12,TAIL10,3026951.202
2015-05-13,TAIL10,3026383.202
2015-05-14,TAIL10,3052369.344
2015-05-15,TAIL10,3055555.682
2015-05-18,TAIL10,3064998.8240000005
2015-05-19,TAIL10,3064355.1810000003
2015-05-20,TAIL10,3062567.6810000003
2015-05-21,TAIL10,3072649.1810000003
2015-05-22,TAIL10,3065999.8240000005
2015-05-26,TAIL10,3036255.6810000003
2015-05-27,TAIL10,3062067.1810000003
2015-05-28,TAIL10,3059493.3240000005
2015-05-29,TAIL10,3041975.6810000003
2015-06-01,TAIL10,3047767.3240000005
2015-06-02,TAIL10,3046122.6810000003
2015-06-03,TAIL10,3052915.1810000003
2015-06-04,TAIL10,3029463.1810000003
2015-06-05,TAIL10,3023743.1810000003
2015-06-08,TAIL10,3005868.1810000003
2015-06-09,TAIL10,3005939.6381
2015-06-10,TAIL10,3039187.2811000003
2015-06-11,TAIL10,3048124.5952000003
2015-06-12,TAIL10,3025530.5809000004
2015-06-15,TAIL10,3017665.7668000003
2015-06-16,TAIL10,3032895.1810000003
2015-06-17,TAIL10,3037185.1238000006
2015-06-18,TAIL10,3061352.2811000003
2015-06-19,TAIL10,3047594.8660000004
2015-06-22,TAIL10,3063539.3517
2015-06-23,TAIL10,3064969.4089000006
2015-06-24,TAIL10,3045878.7945000003
2015-06-25,TAIL10,3037942.3946000007
2015-06-26,TAIL10,3038943.2802000004
2015-06-29,TAIL10,2989536.8803000003
2015-06-30,TAIL10,2994756.3517
2015-07-01,TAIL10,3012559.9661000003
2015-07-02,TAIL10,3012130.9661000003
2015-07-06,TAIL10,3007125.8374
2015-07-07,TAIL10,3021068.2945000003
2015-07-08,TAIL10,2981671.8517000005
2015-07-09,TAIL10,2986962.9089000006
2015-07-10,TAIL10,3016706.8088
2015-07-13,TAIL10,3037513.2945000003
2015-07-14,TAIL10,3048524.3803000003
2015-07-15,TAIL10,3047094.4375000005
2015-07-16,TAIL10,3066470.9232000005
2015-07-17,TAIL10,3069282.2603
2015-07-20,TAIL10,3070855.1745
2015-07-21,TAIL10,3059623.1745
2015-07-22,TAIL10,3053719.1457000007
2015-07-23,TAIL10,3035863.2321
2015-07-24,TAIL10,3000511.2753000003
2015-07-27,TAIL10,2979847.3185000005
2015-07-28,TAIL10,3018439.2177000004
2015-07-29,TAIL10,3040687.3041000003
2015-07-30,TAIL10,3041479.3473000005
2015-07-31,TAIL10,3036079.2033
2015-08-03,TAIL10,3024847.1889000004
2015-08-04,TAIL10,3019231.3473000005
2015-08-05,TAIL10,3030463.3329000003
2015-08-06,TAIL10,3004831.3329000003
2015-08-07,TAIL10,2998063.2177000004
2015-08-10,TAIL10,3039607.3185000005
2015-08-11,TAIL10,3010879.3041000003
2015-08-12,TAIL10,3013471.2753000003
2015-08-13,TAIL10,3011959.2033
2015-08-14,TAIL10,3023047.2609000006
2015-08-17,TAIL10,3039895.2177000004
2015-08-18,TAIL10,3031831.1457
2015-08-19,TAIL10,3010879.2321000006
2015-08-20,TAIL10,2954863.1745
2015-08-21,TAIL10,2847630.1905000005
2015-08-24,TAIL10,2667846.1329
2015-08-25,TAIL10,2649621.0279
2015-08-26,TAIL10,2682395.9829
2015-08-27,TAIL10,2691096.1478999997
2015-08-28,TAIL10,2695671.1629
2015-08-31,TAIL10,2706545.9829
2015-09-01,TAIL10,2688021.0579
2015-09-02,TAIL10,2701896.1029000003
2015-09-03,TAIL10,2703920.9979
2015-09-04,TAIL10,2693121.0279000006
2015-09-08,TAIL10,2709921.1929
2015-09-09,TAIL10,2700396.0129000004
2015-09-10,TAIL10,2705271.1779000005
2015-09-11,TAIL10,2706246.0579000004
2015-09-14,TAIL10,2705421.0279
2015-09-15,TAIL10,2705046.0429000002
2015-09-16,TAIL10,2704596.0729
2015-09-17,TAIL10,2716821.0429000002
2015-09-18,TAIL10,2734806.0879
2015-09-21,TAIL10,2733306.0879
2015-09-22,TAIL10,2710996.4767000005
2015-09-23,TAIL10,2708008.1435000002
2015-09-24,TAIL10,2702239.4628000003
2015-09-25,TAIL10,2703698.9906
2005-01-24,PROTECTPUT,1e6
2005-01-25,PROTECTPUT,1001742.5
2005-01-26,PROTECTPUT,1003655
2005-01-27,PROTECTPUT,1005142.5
2005-01-28,PROTECTPUT,1004930
2005-01-31,PROTECTPUT,1010497.5
2005-02-01,PROTECTPUT,1016235
2005-02-02,PROTECTPUT,1019295
2005-02-03,PROTECTPUT,1016660
2005-02-04,PROTECTPUT,1027030
2005-02-07,PROTECTPUT,1025670
2005-02-08,PROTECTPUT,1026860
2005-02-09,PROTECTPUT,1019210
2005-02-10,PROTECTPUT,1022865
2005-02-11,PROTECTPUT,1031620
2005-02-14,PROTECTPUT,1030855
2005-02-15,PROTECTPUT,1034680
2005-02-16,PROTECTPUT,1035360
2005-02-17,PROTECTPUT,1027030
2005-02-18,PROTECTPUT,1028141.375
2005-02-22,PROTECTPUT,1016751.375
2005-02-23,PROTECTPUT,1022341.375
2005-02-24,PROTECTPUT,1028275.375
2005-02-25,PROTECTPUT,1038079.3750000001
2005-02-28,PROTECTPUT,1031414.375
2005-03-01,PROTECTPUT,1036144.375
2005-03-02,PROTECTPUT,1035843.375
2005-03-03,PROTECTPUT,1036058.375
2005-03-04,PROTECTPUT,1048614.375
2005-03-07,PROTECTPUT,1048915.375
2005-03-08,PROTECTPUT,1045174.375
2005-03-09,PROTECTPUT,1033478.375
2005-03-10,PROTECTPUT,1035800.375
2005-03-11,PROTECTPUT,1028275.375
2005-03-14,PROTECTPUT,1034725.375
2005-03-15,PROTECTPUT,1026125.375
2005-03-16,PROTECTPUT,1017353.375
2005-03-17,PROTECTPUT,1019417.375
2005-03-18,PROTECTPUT,1016127.875
2005-03-21,PROTECTPUT,1012558.875
2005-03-22,PROTECTPUT,1004388.875
2005-03-23,PROTECTPUT,1005033.875
2005-03-24,PROTECTPUT,1005162.875
2005-03-28,PROTECTPUT,1005549.875
2005-03-29,PROTECTPUT,1000991.875
2005-03-30,PROTECTPUT,1011956.8750000001
2005-03-31,PROTECTPUT,1010064.875
2005-04-01,PROTECTPUT,1005936.8750000001
2005-04-04,PROTECTPUT,1007011.875
2005-04-05,PROTECTPUT,1010752.875
2005-04-06,PROTECTPUT,1013848.875
2005-04-07,PROTECTPUT,1018707.875
2005-04-08,PROTECTPUT,1008258.875
2005-04-11,PROTECTPUT,1008817.875
2005-04-12,PROTECTPUT,1013848.875
2005-04-13,PROTECTPUT,1001808.875
2005-04-14,PROTECTPUT,989510.875
2005-04-15,PROTECTPUT,981725.725
2005-04-18,PROTECTPUT,980005.725
2005-04-19,PROTECTPUT,985828.225
2005-04-20,PROTECTPUT,975543.225
2005-04-21,PROTECTPUT,989015.725
2005-04-22,PROTECTPUT,986763.225
2005-04-25,PROTECTPUT,991310.725
2005-04-26,PROTECTPUT,982980.725
2005-04-27,PROTECTPUT,985743.225
2005-04-28,PROTECTPUT,976180.725
2005-04-29,PROTECTPUT,986593.225
2005-05-02,PROTECTPUT,991268.225
2005-05-03,PROTECTPUT,992543.225
2005-05-04,PROTECTPUT,999555.725
2005-05-05,PROTECTPUT,999003.225
2005-05-06,PROTECTPUT,995645.725
2005-05-09,PROTECTPUT,1001638.225
2005-05-10,PROTECTPUT,991693.225
2005-05-11,PROTECTPUT,996920.725
2005-05-12,PROTECTPUT,986168.225
2005-05-13,PROTECTPUT,984425.725
2005-05-16,PROTECTPUT,992755.725
2005-05-17,PROTECTPUT,999385.725
2005-05-18,PROTECTPUT,1009670.725
2005-05-19,PROTECTPUT,1013920.725
2005-05-20,PROTECTPUT,1012207.975
2005-05-23,PROTECTPUT,1016117.975
2005-05-24,PROTECTPUT,1013765.975
2005-05-25,PROTECTPUT,1012799.975
2005-05-26,PROTECTPUT,1017125.975
2005-05-27,PROTECTPUT,1018595.975
2005-05-31,PROTECTPUT,1012757.975
2005-06-01,PROTECTPUT,1019855.975
2005-06-02,PROTECTPUT,1022039.975
2005-06-03,PROTECTPUT,1016915.975
2005-06-06,PROTECTPUT,1015571.975
2005-06-07,PROTECTPUT,1016327.975
2005-06-08,PROTECTPUT,1014479.975
2005-06-09,PROTECTPUT,1018847.975
2005-06-10,PROTECTPUT,1016285.975
2005-06-13,PROTECTPUT,1019267.975
2005-06-14,PROTECTPUT,1021619.975
2005-06-15,PROTECTPUT,1023551.975
2005-06-16,PROTECTPUT,1026155.975
2005-06-17,PROTECTPUT,1029677.6749999999
2005-06-20,PROTECTPUT,1030223.6749999999
2005-06-21,PROTECTPUT,1029971.6749999999
2005-06-22,PROTECTPUT,1030601.6749999999
2005-06-23,PROTECTPUT,1018547.6749999999
2005-06-24,PROTECTPUT,1012625.6749999999
2005-06-27,PROTECTPUT,1013633.6749999999
2005-06-28,PROTECTPUT,1019303.6749999999
2005-06-29,PROTECTPUT,1017035.6749999999
2005-06-30,PROTECTPUT,1012625.6749999999
2005-07-01,PROTECTPUT,1014305.6749999999
2005-07-05,PROTECTPUT,1020689.6749999999
2005-07-06,PROTECTPUT,1013465.6749999999
2005-07-07,PROTECTPUT,1016783.6749999999
2005-07-08,PROTECTPUT,1026611.6749999999
2005-07-11,PROTECTPUT,1031609.6749999999
2005-07-12,PROTECTPUT,1034297.6749999999
2005-07-13,PROTECTPUT,1035725.6749999999
2005-07-14,PROTECTPUT,1039757.6749999999
2005-07-15,PROTECTPUT,1038923.975
2005-07-18,PROTECTPUT,1035017.975
2005-07-19,PROTECTPUT,1039595.975
2005-07-20,PROTECTPUT,1042283.975
2005-07-21,PROTECTPUT,1037075.975
2005-07-22,PROTECTPUT,1043123.975
2005-07-25,PROTECTPUT,1040393.975
2005-07-26,PROTECTPUT,1041233.975
2005-07-27,PROTECTPUT,1044383.975
2005-07-28,PROTECTPUT,1050515.975
2005-07-29,PROTECTPUT,1044173.975
2005-08-01,PROTECTPUT,1043627.975
2005-08-02,PROTECTPUT,1049423.975
2005-08-03,PROTECTPUT,1051775.975
2005-08-04,PROTECTPUT,1043795.975
2005-08-05,PROTECTPUT,1037159.975
2005-08-08,PROTECTPUT,1035227.975
2005-08-09,PROTECTPUT,1040603.975
2005-08-10,PROTECTPUT,1040099.975
2005-08-11,PROTECTPUT,1044005.975
2005-08-12,PROTECTPUT,1037621.975
2005-08-15,PROTECTPUT,1043795.975
2005-08-16,PROTECTPUT,1030271.975
2005-08-17,PROTECTPUT,1030187.975
2005-08-18,PROTECTPUT,1030103.975
2005-08-19,PROTECTPUT,1032191.375
2005-08-22,PROTECTPUT,1031561.375
2005-08-23,PROTECTPUT,1029839.375
2005-08-24,PROTECTPUT,1022573.375
2005-08-25,PROTECTPUT,1024799.375
2005-08-26,PROTECTPUT,1018877.375
2005-08-29,PROTECTPUT,1024379.375
2005-08-30,PROTECTPUT,1020053.375
2005-08-31,PROTECTPUT,1030385.375
2005-09-01,PROTECTPUT,1029629.375
2005-09-02,PROTECTPUT,1028201.375
2005-09-06,PROTECTPUT,1038113.375
2005-09-07,PROTECTPUT,1039457.375
2005-09-08,PROTECTPUT,1036013.375
2005-09-09,PROTECTPUT,1044833.375
2005-09-12,PROTECTPUT,1042733.375
2005-09-13,PROTECTPUT,1036937.375
2005-09-14,PROTECTPUT,1033157.375
2005-09-15,PROTECTPUT,1032653.375
2005-09-16,PROTECTPUT,1039721.975
2005-09-19,PROTECTPUT,1037327.975
2005-09-20,PROTECTPUT,1029851.975
2005-09-21,PROTECTPUT,1023005.975
2005-09-22,PROTECTPUT,1024937.975
2005-09-23,PROTECTPUT,1024937.975
2005-09-26,PROTECTPUT,1025483.975
2005-09-27,PROTECTPUT,1024811.975
2005-09-28,PROTECTPUT,1025399.975
2005-09-29,PROTECTPUT,1032035.975
2005-09-30,PROTECTPUT,1034807.975
2005-10-03,PROTECTPUT,1031111.975
2005-10-04,PROTECTPUT,1021619.975
2005-10-05,PROTECTPUT,1012883.975
2005-10-06,PROTECTPUT,1010741.975
2005-10-07,PROTECTPUT,1011875.975
2005-10-10,PROTECTPUT,1006961.975
2005-10-11,PROTECTPUT,1005533.975
2005-10-12,PROTECTPUT,1000241.975
2005-10-13,PROTECTPUT,1000913.975
2005-10-14,PROTECTPUT,1003139.975
2005-10-17,PROTECTPUT,1004735.975
2005-10-18,PROTECTPUT,999569.975
2005-10-19,PROTECTPUT,1006793.975
2005-10-20,PROTECTPUT,998309.975
2005-10-21,PROTECTPUT,998492.6749999999
2005-10-24,PROTECTPUT,994922.6749999999
2005-10-25,PROTECTPUT,993345.6749999999
2005-10-26,PROTECTPUT,990648.1749999999
2005-10-27,PROTECTPUT,982389.6749999999
2005-10-28,PROTECTPUT,993179.6749999999
2005-10-31,PROTECTPUT,995711.1749999999
2005-11-01,PROTECTPUT,998284.1749999999
2005-11-02,PROTECTPUT,1007704.6749999999
2005-11-03,PROTECTPUT,1011813.1749999999
2005-11-04,PROTECTPUT,1010277.6749999999
2005-11-07,PROTECTPUT,1011273.6749999999
2005-11-08,PROTECTPUT,1011273.6749999999
2005-11-09,PROTECTPUT,1012394.1749999999
2005-11-10,PROTECTPUT,1020071.6749999999
2005-11-11,PROTECTPUT,1023557.6749999999
2005-11-14,PROTECTPUT,1022976.6749999999
2005-11-15,PROTECTPUT,1019241.6749999999
2005-11-16,PROTECTPUT,1021316.6749999999
2005-11-17,PROTECTPUT,1030861.6749999999
2005-11-18,PROTECTPUT,1034690.0499999999
2005-11-21,PROTECTPUT,1038881.5499999999
2005-11-22,PROTECTPUT,1042694.5499999999
2005-11-23,PROTECTPUT,1048270.5499999999
2005-11-25,PROTECTPUT,1048885.5499999998
2005-11-28,PROTECTPUT,1042120.5499999999
2005-11-29,PROTECTPUT,1040767.5499999999
2005-11-30,PROTECTPUT,1035806.5499999999
2005-12-01,PROTECTPUT,1045277.5499999999
2005-12-02,PROTECTPUT,1046589.5499999999
2005-12-05,PROTECTPUT,1044170.5499999999
2005-12-06,PROTECTPUT,1045933.5499999999
2005-12-07,PROTECTPUT,1040070.5499999999
2005-12-08,PROTECTPUT,1039209.5499999999
2005-12-09,PROTECTPUT,1041505.5499999999
2005-12-12,PROTECTPUT,1042489.5499999999
2005-12-13,PROTECTPUT,1049541.5499999998
2005-12-14,PROTECTPUT,1053641.5499999998
2005-12-15,PROTECTPUT,1050607.5499999998
2005-12-16,PROTECTPUT,1047015.95
2005-12-19,PROTECTPUT,1042300.95
2005-12-20,PROTECTPUT,1043089.45
2005-12-21,PROTECTPUT,1044126.95
2005-12-22,PROTECTPUT,1048774.95
2005-12-23,PROTECTPUT,1048940.95
2005-12-27,PROTECTPUT,1039271.45
2005-12-28,PROTECTPUT,1041180.45
2005-12-29,PROTECTPUT,1036947.45
2005-12-30,PROTECTPUT,1032340.95
2006-01-03,PROTECTPUT,1047612.95
2006-01-04,PROTECTPUT,1052592.95
2006-01-05,PROTECTPUT,1053256.95
2006-01-06,PROTECTPUT,1061847.45
2006-01-09,PROTECTPUT,1064171.45
2006-01-10,PROTECTPUT,1065250.45
2006-01-11,PROTECTPUT,1068653.45
2006-01-12,PROTECTPUT,1064420.45
2006-01-13,PROTECTPUT,1063424.45
2006-01-17,PROTECTPUT,1060519.45
